date,geography,geography code,Welsh understanding ability: Total: All usual residents aged 3 years and over,Welsh understanding ability: Cannot understand spoken Welsh,Welsh understanding ability: Can understand spoken Welsh
2021,Torfaen 010A,W01001506,1479,1374,105
2021,Torfaen 008D,W01001507,1894,1729,165
2021,Torfaen 013C,W01001508,1160,1061,99
2021,Torfaen 013D,W01001509,1366,1230,136
2021,Torfaen 005A,W01001510,1556,1432,124
2021,Torfaen 005B,W01001511,1491,1372,119
2021,Torfaen 005C,W01001512,1270,1204,66
2021,Torfaen 005D,W01001513,1430,1293,137
2021,Torfaen 006A,W01001514,1054,966,88
2021,Torfaen 006B,W01001515,1366,1216,150
2021,Torfaen 006C,W01001516,1380,1265,115
2021,Torfaen 006D,W01001517,2373,2089,284
2021,Torfaen 006E,W01001518,1111,1010,101
2021,Torfaen 007A,W01001519,1236,1141,95
2021,Torfaen 007B,W01001520,2493,2208,285
2021,Torfaen 007C,W01001521,1370,1227,143
2021,Torfaen 007D,W01001522,1562,1396,166
2021,Torfaen 004C,W01001523,1376,1228,148
2021,Torfaen 004D,W01001524,1809,1657,152
2021,Torfaen 003A,W01001525,1792,1628,164
2021,Torfaen 010B,W01001526,1332,1199,133
2021,Torfaen 010C,W01001527,1151,1064,87
2021,Torfaen 010D,W01001528,1697,1515,182
2021,Torfaen 003B,W01001529,1937,1772,165
2021,Torfaen 003C,W01001530,1705,1534,171
2021,Torfaen 003D,W01001531,1621,1471,150
2021,Torfaen 010E,W01001532,1706,1541,165
2021,Torfaen 012B,W01001533,1469,1330,139
2021,Torfaen 012C,W01001534,1365,1240,125
2021,Torfaen 012D,W01001535,1221,1136,85
2021,Torfaen 009C,W01001536,1091,990,101
2021,Torfaen 007E,W01001537,1140,1026,114
2021,Torfaen 009D,W01001538,1289,1179,110
2021,Torfaen 009E,W01001539,1386,1263,123
2021,Torfaen 004E,W01001540,1229,1120,109
2021,Torfaen 004F,W01001541,1131,1001,130
2021,Monmouthshire 009A,W01001542,2067,1849,218
2021,Monmouthshire 009B,W01001543,1739,1508,231
2021,Monmouthshire 001A,W01001545,1497,1305,192
2021,Monmouthshire 002A,W01001546,1509,1347,162
2021,Monmouthshire 001B,W01001548,2049,1807,242
2021,Monmouthshire 007A,W01001549,1371,1232,139
2021,Monmouthshire 010C,W01001551,1137,1039,98
2021,Monmouthshire 004A,W01001552,1485,1354,131
2021,Monmouthshire 004C,W01001554,1510,1393,117
2021,Monmouthshire 006A,W01001555,1120,983,137
2021,Monmouthshire 006B,W01001556,1333,1173,160
2021,Monmouthshire 001C,W01001557,1771,1564,207
2021,Monmouthshire 002C,W01001558,1543,1372,171
2021,Monmouthshire 008A,W01001559,1245,1152,93
2021,Monmouthshire 006C,W01001560,1349,1231,118
2021,Monmouthshire 003A,W01001561,1560,1382,178
2021,Monmouthshire 003B,W01001562,1329,1158,171
2021,Monmouthshire 003C,W01001563,1107,993,114
2021,Monmouthshire 006D,W01001565,1780,1611,169
2021,Monmouthshire 005C,W01001568,1742,1535,207
2021,Monmouthshire 003E,W01001569,1315,1147,168
2021,Monmouthshire 001D,W01001571,1460,1268,192
2021,Monmouthshire 011A,W01001572,1576,1402,174
2021,Monmouthshire 011B,W01001573,1391,1217,174
2021,Monmouthshire 011C,W01001574,1276,1124,152
2021,Monmouthshire 005D,W01001575,1218,1100,118
2021,Monmouthshire 004D,W01001576,1042,958,84
2021,Monmouthshire 004E,W01001577,1255,1138,117
2021,Monmouthshire 009C,W01001578,2425,2223,202
2021,Monmouthshire 001E,W01001579,1540,1384,156
2021,Monmouthshire 002E,W01001580,1712,1524,188
2021,Monmouthshire 005E,W01001581,1901,1691,210
2021,Monmouthshire 011D,W01001582,1728,1543,185
2021,Monmouthshire 007B,W01001583,1491,1339,152
2021,Monmouthshire 008B,W01001584,1716,1564,152
2021,Monmouthshire 007C,W01001585,1252,1120,132
2021,Monmouthshire 007D,W01001586,2424,2164,260
2021,Monmouthshire 008C,W01001587,1818,1680,138
2021,Monmouthshire 010D,W01001588,1581,1431,150
2021,Monmouthshire 010E,W01001589,1382,1256,126
2021,Monmouthshire 009D,W01001590,2077,1878,199
2021,Monmouthshire 011E,W01001591,1534,1322,212
2021,Monmouthshire 008D,W01001592,1581,1446,135
2021,Monmouthshire 008E,W01001593,1573,1442,131
2021,Monmouthshire 007E,W01001594,1373,1230,143
2021,Monmouthshire 007F,W01001595,1262,1143,119
2021,Monmouthshire 006E,W01001596,1202,1097,105
2021,Monmouthshire 006F,W01001597,1390,1265,125
2021,Monmouthshire 010F,W01001598,1605,1444,161
2021,Monmouthshire 004F,W01001599,2084,1895,189
2021,Newport 012A,W01001600,1783,1583,200
2021,Newport 006A,W01001601,1491,1345,146
2021,Newport 012B,W01001602,1573,1385,188
2021,Newport 012C,W01001603,1481,1317,164
2021,Newport 012D,W01001604,1454,1302,152
2021,Newport 014A,W01001605,1424,1286,138
2021,Newport 008A,W01001606,1234,1103,131
2021,Newport 015A,W01001607,1304,1188,116
2021,Newport 008B,W01001608,1450,1300,150
2021,Newport 015B,W01001609,1829,1678,151
2021,Newport 015C,W01001610,1278,1169,109
2021,Newport 011A,W01001611,1163,1080,83
2021,Newport 011B,W01001612,1481,1373,108
2021,Newport 011C,W01001613,1458,1310,148
2021,Newport 005A,W01001614,1529,1405,124
2021,Newport 005B,W01001615,1528,1409,119
2021,Newport 005C,W01001616,1368,1236,132
2021,Newport 003A,W01001617,1392,1286,106
2021,Newport 003B,W01001618,1090,1007,83
2021,Newport 003C,W01001619,1308,1206,102
2021,Newport 003D,W01001620,1619,1462,157
2021,Newport 003E,W01001621,1379,1258,121
2021,Newport 003F,W01001622,1172,1089,83
2021,Newport 001A,W01001623,1382,1239,143
2021,Newport 001B,W01001624,1182,1071,111
2021,Newport 001C,W01001625,1162,1040,122
2021,Newport 001D,W01001626,1468,1293,175
2021,Newport 001E,W01001627,1574,1406,168
2021,Newport 001F,W01001628,1026,948,78
2021,Newport 017A,W01001629,1347,1261,86
2021,Newport 017B,W01001630,1585,1488,97
2021,Newport 017C,W01001631,1295,1202,93
2021,Newport 017D,W01001632,1367,1265,102
2021,Newport 019A,W01001633,1623,1499,124
2021,Newport 019B,W01001634,1440,1315,125
2021,Newport 016A,W01001635,1295,1149,146
2021,Newport 020A,W01001636,1874,1656,218
2021,Newport 016B,W01001637,2064,1849,215
2021,Newport 016C,W01001638,1182,1050,132
2021,Newport 004A,W01001639,2091,1862,229
2021,Newport 004B,W01001640,1088,1013,75
2021,Newport 004C,W01001641,1334,1194,140
2021,Newport 013A,W01001642,1588,1475,113
2021,Newport 013B,W01001643,1822,1676,146
2021,Newport 015D,W01001645,1248,1169,79
2021,Newport 015E,W01001646,1568,1422,146
2021,Newport 015G,W01001648,1509,1411,98
2021,Newport 004E,W01001650,1612,1480,132
2021,Newport 002A,W01001651,1402,1281,121
2021,Newport 002B,W01001652,1593,1497,96
2021,Newport 002C,W01001653,1327,1219,108
2021,Newport 002D,W01001654,1535,1402,133
2021,Newport 002E,W01001655,1529,1397,132
2021,Newport 020C,W01001657,1413,1253,160
2021,Newport 020D,W01001658,2018,1786,232
2021,Newport 018A,W01001659,1828,1724,104
2021,Newport 018B,W01001660,2588,2343,245
2021,Newport 018C,W01001661,2847,2627,220
2021,Newport 018D,W01001662,1628,1483,145
2021,Newport 008C,W01001663,1351,1267,84
2021,Newport 010A,W01001664,1171,1099,72
2021,Newport 008D,W01001665,1596,1463,133
2021,Newport 010B,W01001666,1453,1342,111
2021,Newport 010C,W01001667,1259,1183,76
2021,Newport 010D,W01001668,1183,1097,86
2021,Newport 009A,W01001669,1232,1113,119
2021,Newport 009B,W01001670,2227,1979,248
2021,Newport 016D,W01001671,2205,1973,232
2021,Newport 009D,W01001673,1391,1272,119
2021,Newport 009E,W01001674,1515,1382,133
2021,Newport 007A,W01001675,1524,1398,126
2021,Newport 007B,W01001676,1779,1618,161
2021,Newport 007C,W01001677,1350,1253,97
2021,Newport 005D,W01001678,1578,1442,136
2021,Newport 007D,W01001679,1080,959,121
2021,Newport 007E,W01001680,1240,1099,141
2021,Newport 006B,W01001681,1282,1169,113
2021,Newport 006C,W01001682,1352,1262,90
2021,Newport 006D,W01001683,1058,955,103
2021,Newport 006E,W01001684,1364,1225,139
2021,Newport 014B,W01001685,1641,1492,149
2021,Newport 014C,W01001686,1266,1133,133
2021,Newport 014D,W01001687,2263,2120,143
2021,Newport 019D,W01001689,2018,1796,222
2021,Newport 013D,W01001690,2106,1906,200
2021,Newport 011D,W01001691,1641,1527,114
2021,Newport 011E,W01001692,2192,2032,160
2021,Newport 013E,W01001693,2743,2586,157
2021,Cardiff 036A,W01001694,1931,1736,195
2021,Cardiff 036B,W01001695,3932,3588,344
2021,Cardiff 036C,W01001696,1478,1334,144
2021,Cardiff 036D,W01001697,1867,1639,228
2021,Cardiff 036E,W01001698,2013,1782,231
2021,Cardiff 049A,W01001699,2421,2233,188
2021,Cardiff 045A,W01001702,1721,1498,223
2021,Cardiff 045B,W01001703,1163,1062,101
2021,Cardiff 041A,W01001704,1611,1489,122
2021,Cardiff 045C,W01001705,1899,1677,222
2021,Cardiff 041B,W01001706,1338,1184,154
2021,Cardiff 041C,W01001707,1958,1723,235
2021,Cardiff 045D,W01001708,1597,1406,191
2021,Cardiff 040B,W01001710,1775,1293,482
2021,Cardiff 040C,W01001711,2025,1723,302
2021,Cardiff 040D,W01001712,1412,1040,372
2021,Cardiff 040E,W01001713,1672,1183,489
2021,Cardiff 035A,W01001714,1527,962,565
2021,Cardiff 035B,W01001715,1520,1042,478
2021,Cardiff 035C,W01001716,1242,868,374
2021,Cardiff 035D,W01001717,1470,1070,400
2021,Cardiff 028A,W01001718,1728,1484,244
2021,Cardiff 028B,W01001719,1984,1698,286
2021,Cardiff 028C,W01001720,2223,1951,272
2021,Cardiff 032A,W01001721,2875,2602,273
2021,Cardiff 028D,W01001722,1748,1549,199
2021,Cardiff 032C,W01001724,2392,2101,291
2021,Cardiff 032D,W01001725,2299,2062,237
2021,Cardiff 028E,W01001726,1761,1528,233
2021,Cardiff 014A,W01001727,1172,899,273
2021,Cardiff 014B,W01001728,1386,954,432
2021,Cardiff 014C,W01001729,2787,2295,492
2021,Cardiff 008A,W01001730,1516,1259,257
2021,Cardiff 008B,W01001731,1419,1169,250
2021,Cardiff 019A,W01001732,1697,1457,240
2021,Cardiff 019B,W01001733,1465,1259,206
2021,Cardiff 019C,W01001734,1566,1296,270
2021,Cardiff 019D,W01001735,1998,1713,285
2021,Cardiff 008C,W01001736,1457,1208,249
2021,Cardiff 039A,W01001737,1573,1424,149
2021,Cardiff 039B,W01001738,1367,1253,114
2021,Cardiff 039C,W01001739,1408,1270,138
2021,Cardiff 039D,W01001740,1449,1299,150
2021,Cardiff 039E,W01001741,1572,1459,113
2021,Cardiff 043A,W01001742,1533,1381,152
2021,Cardiff 043B,W01001743,1412,1230,182
2021,Cardiff 043C,W01001744,1646,1483,163
2021,Cardiff 043D,W01001745,1235,1094,141
2021,Cardiff 041D,W01001746,1475,1326,149
2021,Cardiff 027A,W01001747,1627,1363,264
2021,Cardiff 027B,W01001748,1507,1323,184
2021,Cardiff 027C,W01001749,1491,1292,199
2021,Cardiff 031A,W01001750,1562,1349,213
2021,Cardiff 027D,W01001751,1731,1520,211
2021,Cardiff 031B,W01001752,1541,1301,240
2021,Cardiff 031C,W01001753,1589,1400,189
2021,Cardiff 031D,W01001754,1563,1308,255
2021,Cardiff 025A,W01001755,1447,1177,270
2021,Cardiff 025B,W01001756,4208,3750,458
2021,Cardiff 025C,W01001757,1420,1164,256
2021,Cardiff 025D,W01001758,2141,1782,359
2021,Cardiff 046A,W01001759,1531,1326,205
2021,Cardiff 046B,W01001760,1596,1392,204
2021,Cardiff 046C,W01001761,1711,1427,284
2021,Cardiff 046D,W01001762,1757,1569,188
2021,Cardiff 044A,W01001764,1961,1723,238
2021,Cardiff 044B,W01001765,1389,1219,170
2021,Cardiff 044C,W01001766,1627,1387,240
2021,Cardiff 044D,W01001767,1756,1520,236
2021,Cardiff 044E,W01001768,1605,1403,202
2021,Cardiff 018A,W01001769,1539,1209,330
2021,Cardiff 018B,W01001770,1013,826,187
2021,Cardiff 018C,W01001771,1612,1293,319
2021,Cardiff 021A,W01001772,1361,1141,220
2021,Cardiff 012A,W01001773,2463,2121,342
2021,Cardiff 018D,W01001774,1359,1080,279
2021,Cardiff 021B,W01001775,1550,1329,221
2021,Cardiff 021C,W01001776,1258,1079,179
2021,Cardiff 001A,W01001777,1714,1432,282
2021,Cardiff 001B,W01001778,1714,1431,283
2021,Cardiff 026A,W01001779,1472,1171,301
2021,Cardiff 026B,W01001780,1607,1232,375
2021,Cardiff 026C,W01001781,1638,1185,453
2021,Cardiff 026D,W01001782,1416,1067,349
2021,Cardiff 026E,W01001783,1183,1027,156
2021,Cardiff 026F,W01001784,1280,1084,196
2021,Cardiff 023A,W01001785,1169,1013,156
2021,Cardiff 023B,W01001786,1437,1146,291
2021,Cardiff 023C,W01001787,1339,1167,172
2021,Cardiff 023D,W01001788,1538,1346,192
2021,Cardiff 023E,W01001789,1497,1137,360
2021,Cardiff 023F,W01001790,1179,1029,150
2021,Cardiff 005A,W01001791,1772,1439,333
2021,Cardiff 005B,W01001792,1566,1401,165
2021,Cardiff 002A,W01001793,1315,1099,216
2021,Cardiff 001C,W01001794,1297,1099,198
2021,Cardiff 002B,W01001795,1456,1210,246
2021,Cardiff 002C,W01001796,1392,1159,233
2021,Cardiff 005C,W01001797,1390,1182,208
2021,Cardiff 002D,W01001798,1359,1147,212
2021,Cardiff 001D,W01001799,1241,1003,238
2021,Cardiff 005D,W01001800,1371,1173,198
2021,Cardiff 007A,W01001802,1656,1540,116
2021,Cardiff 015A,W01001803,1617,1477,140
2021,Cardiff 015B,W01001804,1538,1374,164
2021,Cardiff 015C,W01001805,1495,1307,188
2021,Cardiff 015D,W01001806,1668,1428,240
2021,Cardiff 007B,W01001807,1592,1449,143
2021,Cardiff 007C,W01001808,1659,1528,131
2021,Cardiff 017A,W01001809,1185,1051,134
2021,Cardiff 017B,W01001810,1681,1534,147
2021,Cardiff 009A,W01001811,1521,1369,152
2021,Cardiff 017C,W01001812,1236,1135,101
2021,Cardiff 017D,W01001813,1771,1573,198
2021,Cardiff 017E,W01001814,1401,1271,130
2021,Cardiff 008D,W01001815,1351,1226,125
2021,Cardiff 009B,W01001816,2674,2368,306
2021,Cardiff 009C,W01001817,1346,1197,149
2021,Cardiff 009D,W01001818,1503,1331,172
2021,Cardiff 014D,W01001819,2327,1746,581
2021,Cardiff 006A,W01001820,1170,860,310
2021,Cardiff 024A,W01001821,1693,1483,210
2021,Cardiff 029A,W01001822,1797,1498,299
2021,Cardiff 029B,W01001823,1232,959,273
2021,Cardiff 029C,W01001824,1510,1277,233
2021,Cardiff 029D,W01001825,1909,1568,341
2021,Cardiff 024B,W01001826,1343,1076,267
2021,Cardiff 024C,W01001827,1608,1348,260
2021,Cardiff 024D,W01001828,1472,1196,276
2021,Cardiff 033A,W01001829,1963,1766,197
2021,Cardiff 033B,W01001830,1595,1408,187
2021,Cardiff 030A,W01001831,1457,1231,226
2021,Cardiff 033C,W01001832,1743,1568,175
2021,Cardiff 033D,W01001833,1500,1227,273
2021,Cardiff 033E,W01001834,1609,1405,204
2021,Cardiff 033F,W01001835,2161,1933,228
2021,Cardiff 030B,W01001836,1303,1079,224
2021,Cardiff 030C,W01001837,1439,1283,156
2021,Cardiff 030D,W01001838,1596,1352,244
2021,Cardiff 030E,W01001839,1554,1349,205
2021,Cardiff 007D,W01001840,1885,1712,173
2021,Cardiff 003A,W01001841,1859,1634,225
2021,Cardiff 003B,W01001842,1696,1440,256
2021,Cardiff 003D,W01001844,1832,1587,245
2021,Cardiff 006C,W01001846,1699,1349,350
2021,Cardiff 006D,W01001847,1508,1261,247
2021,Cardiff 012B,W01001848,1416,1131,285
2021,Cardiff 004A,W01001849,1518,1254,264
2021,Cardiff 012C,W01001850,1868,1460,408
2021,Cardiff 012D,W01001851,1519,1281,238
2021,Cardiff 004B,W01001852,1826,1465,361
2021,Cardiff 004C,W01001853,1569,1350,219
2021,Cardiff 004D,W01001854,1498,1266,232
2021,Cardiff 042A,W01001855,1728,1503,225
2021,Cardiff 042B,W01001856,1661,1537,124
2021,Cardiff 042C,W01001857,2014,1812,202
2021,Cardiff 034A,W01001858,1556,1184,372
2021,Cardiff 034B,W01001859,1462,1050,412
2021,Cardiff 034C,W01001860,1615,1206,409
2021,Cardiff 034D,W01001861,1501,1090,411
2021,Cardiff 042D,W01001862,1805,1613,192
2021,Cardiff 022A,W01001863,1457,1287,170
2021,Cardiff 022B,W01001864,1432,1312,120
2021,Cardiff 022C,W01001865,1256,1087,169
2021,Cardiff 016A,W01001866,1520,1389,131
2021,Cardiff 016B,W01001867,1366,1221,145
2021,Cardiff 022D,W01001868,1470,1350,120
2021,Cardiff 038A,W01001869,1347,1173,174
2021,Cardiff 037A,W01001870,1404,1192,212
2021,Cardiff 037B,W01001871,1586,1412,174
2021,Cardiff 038B,W01001872,1555,1361,194
2021,Cardiff 038C,W01001873,1759,1529,230
2021,Cardiff 038D,W01001874,1467,1281,186
2021,Cardiff 037D,W01001876,1570,1414,156
2021,Cardiff 011A,W01001877,1769,1552,217
2021,Cardiff 011B,W01001878,1520,1360,160
2021,Cardiff 013A,W01001879,1831,1672,159
2021,Cardiff 013B,W01001880,1585,1433,152
2021,Cardiff 013C,W01001881,1423,1297,126
2021,Cardiff 011C,W01001882,1679,1476,203
2021,Cardiff 016C,W01001883,1609,1450,159
2021,Cardiff 013D,W01001884,1377,1224,153
2021,Cardiff 011D,W01001885,2495,2203,292
2021,Cardiff 016D,W01001886,1274,1139,135
2021,Cardiff 020A,W01001887,1579,1021,558
2021,Cardiff 010A,W01001888,1604,1248,356
2021,Cardiff 020B,W01001889,1433,1182,251
2021,Cardiff 021D,W01001890,1522,1317,205
2021,Cardiff 020C,W01001891,1588,1265,323
2021,Cardiff 020D,W01001892,1386,1133,253
2021,Cardiff 010B,W01001893,1781,1501,280
2021,Cardiff 010C,W01001894,1483,1188,295
2021,Cardiff 010D,W01001895,1589,1265,324
2021,Cardiff 020E,W01001896,1415,1003,412
2021,Powys 020D,W01001897,1831,1479,352
2021,Merthyr Tydfil 008F,W01001898,1428,1240,188
2021,Powys 021F,W01001899,2136,1181,955
2021,Neath Port Talbot 020G,W01001900,1373,788,585
2021,Powys 017F,W01001901,1773,1482,291
2021,Powys 017G,W01001902,1344,1165,179
2021,Powys 018F,W01001903,2066,1792,274
2021,Powys 018G,W01001904,1614,1405,209
2021,Powys 018H,W01001905,2107,1755,352
2021,Powys 001F,W01001906,1907,1035,872
2021,Powys 001G,W01001907,1346,888,458
2021,Monmouthshire 010G,W01001908,2073,1878,195
2021,Vale of Glamorgan 012G,W01001910,1602,1380,222
2021,Vale of Glamorgan 012H,W01001911,1102,966,136
2021,Newport 020E,W01001912,1485,1360,125
2021,Newport 020F,W01001913,1407,1226,181
2021,Rhondda Cynon Taf 023F,W01001914,1870,1502,368
2021,Rhondda Cynon Taf 027F,W01001915,1599,1199,400
2021,Rhondda Cynon Taf 027G,W01001916,1448,1009,439
2021,Rhondda Cynon Taf 023G,W01001917,1427,1260,167
2021,Bridgend 017E,W01001918,1818,1541,277
2021,Bridgend 017F,W01001919,1329,1136,193
2021,Bridgend 017G,W01001920,1166,986,180
2021,Bridgend 017H,W01001921,1477,1285,192
2021,Cardiff 032E,W01001922,2009,1795,214
2021,Carmarthenshire 026G,W01001923,1690,1135,555
2021,Carmarthenshire 026H,W01001924,1324,990,334
2021,Carmarthenshire 023F,W01001925,2139,1225,914
2021,Conwy 011F,W01001926,2064,1160,904
2021,Conwy 010G,W01001927,1312,1084,228
2021,Conwy 010H,W01001928,1059,896,163
2021,Wrexham 012F,W01001929,1131,1028,103
2021,Wrexham 019F,W01001930,2026,1252,774
2021,Wrexham 012G,W01001931,1367,1219,148
2021,Gwynedd 014E,W01001932,2694,636,2058
2021,Gwynedd 017F,W01001933,1878,963,915
2021,Ceredigion 003E,W01001935,1004,504,500
2021,Ceredigion 003F,W01001936,1435,912,523
2021,Ceredigion 001F,W01001937,1916,962,954
2021,Cardiff 048A,W01001940,1028,893,135
2021,Cardiff 049B,W01001942,1536,1360,176
2021,Cardiff 048B,W01001943,1162,995,167
2021,Cardiff 048C,W01001944,1152,975,177
2021,Cardiff 049C,W01001946,1282,1143,139
2021,Cardiff 048E,W01001947,1656,1452,204
2021,Cardiff 006E,W01001948,2184,1757,427
2021,Cardiff 005F,W01001949,1269,1094,175
2021,Cardiff 049D,W01001950,1131,996,135
2021,Cardiff 049E,W01001951,1498,1298,200
2021,Cardiff 049F,W01001952,1847,1699,148
2021,Cardiff 005G,W01001953,1457,1188,269
2021,Cardiff 006F,W01001954,1501,1193,308
2021,Swansea 025F,W01001955,1905,1765,140
2021,Swansea 032C,W01001956,2196,1919,277
2021,Swansea 025H,W01001958,1285,1137,148
2021,Merthyr Tydfil 005E,W01001959,1499,1303,196
2021,Merthyr Tydfil 005F,W01001960,1395,1178,217
2021,Merthyr Tydfil 006G,W01001961,2281,1946,335
2021,Rhondda Cynon Taf 011E,W01001962,2391,2036,355
2021,Rhondda Cynon Taf 014H,W01001963,2189,1927,262
2021,Rhondda Cynon Taf 021H,W01001964,2197,1868,329
2021,Rhondda Cynon Taf 029E,W01001965,1653,1357,296
2021,Rhondda Cynon Taf 029F,W01001966,1650,1259,391
2021,Rhondda Cynon Taf 031G,W01001967,1453,1116,337
2021,Rhondda Cynon Taf 031H,W01001968,1438,1110,328
2021,Wrexham 010F,W01001969,2210,1924,286
2021,Wrexham 021C,W01001970,2109,1819,290
2021,Wrexham 022D,W01001971,2637,2393,244
2021,Wrexham 022E,W01001972,1271,1080,191
2021,Blaenau Gwent 009F,W01001973,2190,2031,159
2021,Monmouthshire 002G,W01001974,1369,1228,141
2021,Monmouthshire 002H,W01001975,1272,1130,142
2021,Monmouthshire 003F,W01001976,1569,1407,162
2021,Monmouthshire 003G,W01001977,1406,1254,152
2021,Monmouthshire 004G,W01001978,1455,1315,140
2021,Monmouthshire 004H,W01001979,1965,1749,216
2021,Monmouthshire 005F,W01001980,2154,1937,217
2021,Bridgend 011D,W01001981,2890,2517,373
2021,Bridgend 011E,W01001982,1269,1068,201
2021,Bridgend 011F,W01001983,1404,1146,258
2021,Bridgend 011G,W01001984,1134,959,175
2021,Neath Port Talbot 006F,W01001985,2005,1589,416
2021,Neath Port Talbot 007E,W01001986,2383,1993,390
2021,Neath Port Talbot 010G,W01001987,1439,1202,237
2021,Neath Port Talbot 010H,W01001988,1408,1127,281
2021,Neath Port Talbot 010I,W01001989,3364,2994,370
2021,Neath Port Talbot 021E,W01001990,2085,1866,219
2021,Swansea 005G,W01001991,1360,1098,262
2021,Swansea 005H,W01001992,1381,1134,247
2021,Swansea 006E,W01001993,1642,1271,371
2021,Swansea 006F,W01001994,1427,1178,249
2021,Swansea 021E,W01001995,1329,1198,131
2021,Swansea 021F,W01001996,1388,1234,154
2021,Swansea 025I,W01001997,1958,1734,224
2021,Vale of Glamorgan 015G,W01001998,2156,1901,255
2021,Carmarthenshire 019F,W01001999,2427,1413,1014
2021,Ceredigion 002G,W01002000,2896,2155,741
2021,Ceredigion 002H,W01002001,1406,1086,320
2021,Ceredigion 007E,W01002002,4232,2065,2167
2021,Gwynedd 013E,W01002003,2337,1107,1230
2021,Gwynedd 016F,W01002004,2099,1018,1081
2021,Isle of Anglesey 002E,W01002005,2190,832,1358
2021,Isle of Anglesey 004G,W01002007,2164,858,1306
2021,Isle of Anglesey 007F,W01002008,2047,890,1157
2021,Pembrokeshire 005E,W01002009,1174,963,211
2021,Pembrokeshire 005F,W01002010,1076,899,177
2021,Pembrokeshire 010D,W01002011,1528,1350,178
2021,Pembrokeshire 010E,W01002012,1393,1256,137
2021,Pembrokeshire 011G,W01002013,2322,1987,335
2021,Pembrokeshire 016E,W01002014,2049,1752,297
2021,Cardiff 003E,W01002016,1155,998,157
2021,Cardiff 003F,W01002017,1297,1096,201
2021,Cardiff 003G,W01002018,1480,1246,234
2021,Cardiff 032H,W01002019,2584,2365,219
2021,Cardiff 037E,W01002020,1503,1345,158
2021,Cardiff 037F,W01002021,1442,1268,174
2021,Cardiff 040F,W01002022,1150,829,321
2021,Cardiff 040G,W01002023,1750,1322,428
2021,Cardiff 048F,W01002024,1089,969,120
2021,Cardiff 048G,W01002025,1074,934,140
2021,Newport 004F,W01002026,1745,1570,175
2021,Newport 004G,W01002027,1734,1605,129
2021,Newport 009F,W01002028,1891,1702,189
2021,Newport 009G,W01002029,1635,1434,201
2021,Newport 013F,W01002030,1358,1241,117
2021,Newport 013G,W01002031,1605,1433,172
2021,Newport 015H,W01002032,1248,1165,83
2021,Newport 015I,W01002033,1333,1218,115
2021,Newport 019E,W01002034,1631,1453,178
2021,Newport 019F,W01002035,1528,1357,171
2021,Vale of Glamorgan 005G,W01002036,1505,1300,205
2021,Vale of Glamorgan 005H,W01002037,1042,860,182
2021,Vale of Glamorgan 014G,W01002038,1239,1078,161
2021,Vale of Glamorgan 014H,W01002039,1681,1365,316
2021,Vale of Glamorgan 015F,W01002040,1821,1540,281
